X,Y,OBJECTID,HA_ID,Health_Authority,Community_Collection_Center_Nam,Address,Specific_Location,City_Town,Monday_Hours,Tuesday_Hours,Wednesday_Hours,Thursday_hours,Friday_Hours,Saturday_Hours,Sunday_Hours,Days,Special_Criteria___Consideratio,Phone,Website,GlobalID,Status,Public_Access,Referral_Required,EditDate,Object,AcceptChildren,Accepts_Children,Drive_Through_Testing
-123.320034908,48.4624671170001,125,4 VIHA,Vancouver Island,UVIC COVID-19 Test Collection Site,"3800 Finnerty Road, Victoria","Tent in Parking Lot 10, best accessed from West Campus Gate and Gordon Head Road",Victoria,08:30 – 20:00,08:30 – 20:00,08:30 – 20:00,08:30 – 20:00,08:30 – 20:00,08:30 – 20:00,08:30 – 20:00,"Call centre hours below; open statutory holidays. See website for location hours.","By appointment only. Individuals with symptoms of COVID-19 may call the Island Health COVID-19 Call Centre 08:30 – 20:00, 7 days a week to book an appointment. See website below for more information.",1-844-901-8442,https://www.islandhealth.ca/covid19testing,{A57E8EB3-5803-4CE9-8F0C-EE64CA68FA8F},Close,Yes,Yes,2021/07/29 00:17:15+00,1,Yes,Yes,Yes
-127.829194254,55.088038743,126,5 NHA,Northern,Gitsegukla Health Centre - CLOSED per reception not offering due to lack of nurses on site,"165 Howe Street, Gitsegukla",,Gitsegukla,09:00 - 14:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,,,"Mon - Fri; closed statutory holidays","Appointment required. Open to Gitsegukla community members only at this time; call to make an appointment.",250-849-5231,,{EE8D48BA-9DE7-4108-8210-2462D21AC61B},Close,Yes,Yes,2021/06/01 18:36:00+00,1,Yes,Yes,
-119.879749976,50.8849699890001,127,1 IHA,Interior,Sun Peaks Collection Centre,"3200 Village Way, Sun Peaks",Provided in Sun Peaks Centre,Sun Peaks,10:00 - 12:00,,10:00 - 12:00,,10:00 - 12:00,,,"Mon, Wed and Fri","By appointment only. The public, health care workers and staff can book online at https://interiorhealthcovid.secureform.ca/index.php or call: 1-877-740-7747","1-877-740-7747, open 08:00 - 19:00, 7 days a week to help with booking an appointment",https://interiorhealthcovid.secureform.ca/index.php,{342D4E62-0F68-4407-8282-D3B35353AB7D},Close,Yes,Yes,2021/04/22 15:21:20+00,1,Yes,,
-122.823629397,49.07361,128,2 FHA,Fraser,Surrey-South COVID-19 Testing and Immunization Centre,"South Surrey Park & Ride, Lot# 1761",Intersection of Highway 99 & King George Highway,Surrey,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,"7 days; open statutory holidays",Appointment required. Book online at https://fraserhealth.secureform.ca/index.php,"Central Intake Line: 604-587-3936, open 8:30 - 16:30, 7 days a week to help with booking an appointment",https://fraserhealth.secureform.ca/index.php,{0630E809-2567-4C3F-84AA-252F5A447797},Close,Yes,Yes,2021/12/29 21:52:11+00,1,Accepts children aged 3 months and over,Yes,Yes
-120.125014531,51.1805356790001,129,1 IHA,Interior,Barriere Health Centre -  Emergency Department,"4537 Barriere Town Road, Barriere",,Barriere,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,,,"Mon - Fri. Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","Open to the public, health care workers and staff. Walk-ins accepted.",,https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{4FDADFFB-D5D3-4EA9-86C2-57D9593EE7F4},Open,Yes,No,2022/04/26 21:45:41+00,1,All ages,Yes,No
-117.795416535,50.2385559240001,130,1 IHA,Interior,Arrow Lakes Hospital - Emergency Department,"97 1st Avenue NE, Nakusp",,Nakusp,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs," 7 days a week. Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","Open to the public, health care workers and staff. Walk-ins accepted.",,https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{F7096829-77EB-4741-8BD2-A9567E0DDC44},Open,Yes,No,2022/04/26 21:49:27+00,1,All ages,Yes,No
-117.373980022,49.984109984,131,1 IHA,Interior,Slocan Community Health Centre,"401 Galena Avenue, New Denver",,New Denver,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"Hours and days of operation are subject to change, see online booking tool for current availability.","The public, health care workers and staff can book online at https://interiorhealthcovid.secureform.ca/index.php or call: 1-877-740-7747","1-877-740-7747, open 07:00 - 19:00, 7 days a week to help with booking an appointment",https://interiorhealthcovid.secureform.ca/index.php,{7DAA4CBB-D592-49E3-8048-6FB04E4CB9D7},Close,Yes,Yes,2022/01/13 18:36:15+00,1,All ages,Yes,Yes
-123.246177808,49.2623974190001,132,3 VCHA,Vancouver Coastal,UBC Collection Centre – Life Sciences Building,"2350 Health Sciences Mall, Vancouver",Located at the Life Sciences Centre at UBC campus. Free parking in the Thunderbird parkade for testing.,Vancouver,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,"7 days a week; closed statutory holidays","Open to public, health care workers and first responders. Walk-in; no appointment required.",,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/testing/children-youth,{E69DD619-D8A8-458E-8B71-1E4A0561BD8D},Close,Yes,No,2022/01/27 15:25:19+00,1,"Testing available for children (ages 4+)  at this site. See website noted below to watch a video to see what is expected; the test is more successful when children have seen the video beforehand.",Yes,No
-122.842410013,49.162169997,133,2 FHA,Fraser,Rapid Testing Only Clinic – Bear Creek Park,"13750 88 Avenue, Surrey",Entrance off 88th Avenue,Surrey,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,7 days a week,"Rapid Antigen Test distribution site only, no tests are performed on site. Please report test results to: https://reportcovidresults.bccdc.ca/",,https://www.fraserhealth.ca/health-topics-a-to-z/coronavirus/testing,{00DA1F28-3E9F-464E-8FED-C34345BC87C9},Close,Yes,Yes,2022/02/02 01:31:16+00,1,No age limit. The swab may be used as directed provided the swab fits the nose. Children under 12 may need help performing the test and it’s recommended that an adult/guardian perform it.,Yes,Yes
-122.296681937,49.1583533950001,134,2 FHA,Fraser,Mission Testing Clinic,"33507 Dewdney Trunk Road, Mission",Located at the Northview Community Church,Mission,,09:00 - 1600,09:00 - 1600,09:00 - 1600,09:00 - 1600,09:00 - 1600,,Tue - Sat ,Appointment required. Book online at https://fraserhealth.secureform.ca/index.php.,,https://www.fraserhealth.ca/health-topics-a-to-z/coronavirus/testing,{FA79E7CE-4D94-4F6D-8A77-71DB847FFB27},Close,Yes,Yes,2022/03/14 20:12:01+00,1,No age limit,Yes,Yes
-123.13664,49.16335,135,3 VCHA,Vancouver Coastal,Richmond Collection Centre,Address will be provided after phoning,,Richmond,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,09:00 - 16:00,"7 days; open statutory holidays","Before visiting please ensure you are eligible for testing by completing the COVID-19 Self-Assessment Tool below. If you are recommended to get a test, book an appointment online at www.vch.ca/covid19testing or call the toll-free number below.","1-855-779-2588, open 09:00 - 17:00, 7 days a week to help with booking an appointment",https://bc.thrive.health/covid19/en ,{D4AB1D2C-7FCB-4D14-88EC-6CC71560A344},Open,Yes,Yes,2022/06/02 16:25:43+00,1,"Please complete the COVID-19 Self-Assessment Tool to ensure your child is eligible for testing. For children who meet this criteria, testing is available for all ages. ",Yes,No
-123.749472836,49.4753803030001,136,3 VCHA,Vancouver Coastal,Sechelt Hospital Emergency Department,"5544 Sunshine Coast Hwy, Sechelt",Emergency Department,Sechelt,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,7 days a week,Before visiting please ensure you are eligible for testing by completing the COVID-19 Self-Assessment Tool. See the website below.,,https://bc.thrive.health/covid19/en ,{2C848D60-7CBC-44C5-8852-DCB0CBF6857E},Open,Yes,No,2022/06/01 22:43:58+00,1,"Please complete the COVID-19 Self-Assessment Tool to ensure your child is eligible for testing. For children who meet this criteria, testing is available for all ages. ",Yes,No
-124.521249982,49.853604003,137,3 VCHA,Vancouver Coastal,Powell River Emergency Department,"5000 Joyce Avenue, Powell River",Emergency Department,Powell River,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,7 days a week,Before visiting please ensure you are eligible for testing by completing the COVID-19 Self-Assessment Tool. See the website below.,,https://bc.thrive.health/covid19/en ,{FA44BC6C-7627-44A5-8F1B-3666CC21C00A},Open,Yes,No,2022/05/11 18:36:26+00,1,"Please complete the COVID-19 Self-Assessment Tool to ensure your child is eligible for testing. For children who meet this criteria, testing is available for all ages. ",Yes,No
-123.065174512,49.230465619,138,3 VCHA,Vancouver Coastal,Vancouver COVID-19 Collection Centre,"2005 East 44th Avenue, Vancouver",,Vancouver,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,10:30 - 17:30,"7 days a week; open statutory holidays","Before visiting please ensure you are eligible for testing by completing the COVID-19 Self-Assessment Tool below. If you are recommended to get a test, book an appointment online at www.vch.ca/covid19testing or call the toll-free number below.","1-855-779-2588, open 09:00 - 17:00, 7 days a week to help with booking an appointment",https://bc.thrive.health/covid19/en ,{887E606C-34A1-4BED-852A-14B3843456AB},Open,Yes,Yes,2022/06/02 16:30:29+00,1,"Please complete the COVID-19 Self-Assessment Tool to ensure your child is eligible for testing. For children who meet this criteria, testing is available for all ages. ",Yes,No
-121.592589,50.2608900000001,139,1 IHA,Interior,Lytton First Nations Health Services,"1535 St. Georges Road, Lytton",Located at Home Health,Lytton,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","The public, health care workers and non-Interior Health staff can book an appointment by calling: 1-877-740-7747","1-877-740-7747, open 07:00 - 19:00, 7 days a week to help with booking an appointment",https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{657ED546-97DE-4CDE-8CAB-15DC3CE9E56F},Open,Yes,Yes,2022/04/26 21:12:42+00,1,All ages,Yes,No
-122.337260285,49.050840889,140,2 FHA,Fraser,Abbotsford Urgent and Primary Care Centre,"100-2692 Clearbrook Road, Abbotsford",,Abbotsford,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,7 days a week,Appointment required. Book online at https://fraserhealth.secureform.ca/index.php,,https://www.fraserhealth.ca/health-topics-a-to-z/coronavirus/testing,{1DE17190-A290-4E39-8DAA-37A549541D0C},Open,Yes,Yes,2022/05/12 22:26:07+00,1,Accepts children aged 3 months and over.,Yes,No
-122.822279196,49.285673542,141,2 FHA,Fraser,Tri-Cities Urgent and Primary Care Centre,"476 Guildford Way, Port Moody",,Port Moody,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,7 days a week,Appointment required. Book online at https://fraserhealth.secureform.ca/index.php,,https://www.fraserhealth.ca/health-topics-a-to-z/coronavirus/testing,{10D5F393-F904-49C0-840D-A49B75186A50},Open,Yes,Yes,2022/05/13 16:16:29+00,1,Accepts children aged 3 months and over.,Yes,No
-122.845124995,49.126538988,142,2 FHA,Fraser,Surrey-Newton Urgent and Primary Care Centre,"6830 King George Boulevard, Surrey",,Surrey,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,7 days a week,Appointment required. Book online at https://fraserhealth.secureform.ca/index.php,,https://www.fraserhealth.ca/health-topics-a-to-z/coronavirus/testing,{A327E006-9C24-4267-8408-EEDF5433D0B8},Open,Yes,Yes,2022/05/13 16:16:47+00,1,Accepts children aged 3 months and over.,Yes,No
-122.842560635,49.1780259180001,143,2 FHA,Fraser,Surrey Urgent and Primary Care Centre,"Centre 2 – 9639 137A Street, Surrey",,Surrey,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,7 days a week,Appointment required. Book online at https://fraserhealth.secureform.ca/index.php,,https://www.fraserhealth.ca/health-topics-a-to-z/coronavirus/testing,{97FED507-7D92-4149-8AE6-0BE1FC962D37},Open,Yes,Yes,2022/05/13 16:17:10+00,1,Accepts children aged 3 months and over.,Yes,No
-124.32269,49.3111200000001,144,4 VIHA,Vancouver Island,Oceanside Health Centre,"489 Alberni Highway, Parksville",,Parksville,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,"Call centre hours below; open statutory holidays. See website for location hours.","By appointment only. Individuals with symptoms of COVID-19 may call the Island Health COVID-19 Call Centre 08:00 - 16:00, 7 days a week to book an appointment. See website below for more information.",1-844-901-8442,https://www.islandhealth.ca/covid19testing,{EE97CD73-D58B-4FFE-80E9-CC97B222D02E},Open,Yes,Yes,2022/05/26 22:11:59+00,1,All ages,Yes,No
-124.78201,49.2491400000001,145,4 VIHA,Vancouver Island,West Coast General Hospital,"3949 Port Alberni Highway, Port Alberni",,Port Alberni,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,"Call centre hours below; open statutory holidays. See website for location hours.","By appointment only. Individuals with symptoms of COVID-19 may call the Island Health COVID-19 Call Centre 08:00 - 16:00, 7 days a week to book an appointment. See website below for more information.",1-844-901-8442,https://www.islandhealth.ca/covid19testing,{96EDD586-188E-402E-8AB0-9169785802B4},Open,Yes,Yes,2022/05/26 22:12:14+00,1,All ages,Yes,No
-123.7228,48.7856100000001,146,4 VIHA,Vancouver Island,Cowichan District Hospital,"3045 Gibbins Road, Duncan",,Duncan,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,"Call centre hours below; open statutory holidays. See website for location hours.","By appointment only. Individuals with symptoms of COVID-19 may call the Island Health COVID-19 Call Centre 08:00 - 16:00, 7 days a week to book an appointment. See website below for more information.",1-844-901-8442,https://www.islandhealth.ca/covid19testing,{68674DAC-4996-4C80-8D82-F3F885086C22},Open,Yes,Yes,2022/05/26 22:12:30+00,1,All ages,Yes,No
-124.97043,49.71295,147,4 VIHA,Vancouver Island,Comox Valley Hospital,"101 Lerwick Road, Courtenay",,Courtenay,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,08:30 - 16:00,"Call centre hours below; open statutory holidays. See website for location hours.","By appointment only. Individuals with symptoms of COVID-19 may call the Island Health COVID-19 Call Centre 08:00 - 16:00, 7 days a week to book an appointment. See website below for more information.",1-844-901-8442,https://www.islandhealth.ca/covid19testing,{ED09401A-FD46-48CE-8199-64A3A183243A},Open,Yes,Yes,2022/05/26 22:12:46+00,1,All ages,Yes,No
-123.141449999,49.698785012,148,3 VCHA,Vancouver Coastal,Squamish Emergency Department,"38140 Behrner Drive, Squamish",Emergency Department,Squamish,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,7 days a week,Before visiting please ensure you are eligible for testing by completing the COVID-19 Self-Assessment Tool. See the website below.,604-892-5211,https://bc.thrive.health/covid19/en ,{9968A9AF-8243-454F-82C2-8FB30D92769A},Open,,No,2022/06/01 22:47:37+00,1,"Please complete the COVID-19 Self-Assessment Tool to ensure your child is eligible for testing. For children who meet this criteria, testing is available for all ages. ",Yes,No
-122.804783984,50.32115201,149,3 VCHA,Vancouver Coastal,Pemberton Health Centre,"1403 Portage Road, Pemberton",Emergency Department,Pemberton,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,7 days a week,Before visiting please ensure you are eligible for testing by completing the COVID-19 Self-Assessment Tool. See the website below.,604-894-6939,https://bc.thrive.health/covid19/en ,{8B9931EF-1D51-4EF9-820D-FB29954BB114},Open,Yes,No,2022/06/01 22:50:55+00,1,"Please complete the COVID-19 Self-Assessment Tool to ensure your child is eligible for testing. For children who meet this criteria, testing is available for all ages. ",Yes,No
-117.29531804,49.490776979,150,1 IHA,Interior,Nelson Health Centre,"333 Victoria Street, Nelson",Park in designated stall. Stay in vehicle.,Nelson,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","The public, health care workers and non-Interior Health staff can book an appointment by calling: 1-877-740-7747","1-877-740-7747, open 07:00 - 19:00, 7 days a week to help with booking an appointment",https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{49B585FD-A44B-4F2B-8675-2F57B7AD10AB},Open,Yes,Yes,2022/06/02 18:34:02+00,1,"Accepts children aged 3 and over 
",Yes,No
-117.273576975,49.5084570110001,151,1 IHA,Interior,Gordon Wellness Centre,"905 Gordon Street, Nelson",Park in designated stall along back side of building. Stay in vehicle.,Nelson,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","The public, health care workers and non-Interior Health staff can book an appointment by calling: 1-877-740-7747","1-877-740-7747, open 07:00 - 19:00, 7 days a week to help with booking an appointment",https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{FB68FB41-489C-4EF0-880A-50D7D8D9B090},Open,Yes,Yes,2022/06/02 18:48:04+00,1,Accepts children aged 3 and over,Yes,No
-119.575011385,49.4822048070001,152,1 IHA,Interior,Penticton Health Centre,"740 Carmi Avenue, Penticton","Park in the designated parking spaces for COVID-19 testing. Call number listed on arrival. If no cellphone, follow signage to testing entrance, use sanitizing station and knock on door.",Penticton,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","The public, health care workers and non-Interior Health staff can book an appointment by calling: 1-877-740-7747.","1-877-740-7747, open 07:00 - 19:00, 7 days a week to help with booking an appointment",https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{BEB520DD-AD7D-488D-80DD-FCC699486489},Open,Yes,Yes,2022/06/02 18:33:40+00,1,Accepts children aged 3 and over,Yes,No
-119.27403,50.7042900000001,153,1 IHA,Interior,Shuswap Lake General Hospital - Emergency Department,"601 10 Street NE, Salmon Arm",,Salmon Arm,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","The public, health care workers and non-Interior Health staff can book an appointment by calling: 1-877-740-7747","1-877-740-7747, open 07:00 - 19:00, 7 days a week to help with booking an appointment",https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{19E75A33-47F7-4242-8FDE-3843EF0827AE},Open,Yes,Yes,2022/06/02 18:33:33+00,1,Accepts children aged 3 and over,Yes,No
-119.272641688,50.262356396,154,1 IHA,Interior,Vernon Urgent and Primary Care Centre,"3105 28th Avenue, Vernon",Park in COVID-19 designated stall. Wait outside the COVID-19 testing entrance until directed.,Vernon,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"Hours and days of operation are subject to change, see Interior Health's COVID-19 testing page for more information.","The public, health care workers and non-Interior Health staff can book an appointment by calling: 1-877-740-7747","1-877-740-7747, open 07:00 - 19:00, 7 days a week to help with booking an appointment",https://www.interiorhealth.ca/health-and-wellness/disease-outbreaks/covid-19/testing-information,{C9764839-3C37-4856-844A-E6E2FB899287},Open,Yes,Yes,2022/06/02 18:33:12+00,1,Accepts children aged 3 and over,Yes,No
